nit,news_id,participacion,categoria,recomendacion
830504700,news97169,Sector,macroeconomía,4034
860032909,news96896,Sector,macroeconomía,4035
860032909,news96888,Sector,macroeconomía,4036
800022371,news97914,Sector,macroeconomía,4037
860032909,news96862,Sector,macroeconomía,4038
860032909,news96856,Sector,macroeconomía,4039
860032909,news96851,Sector,macroeconomía,4040
860032909,news96850,Sector,macroeconomía,4041
860032909,news86936,Sector,macroeconomía,4042
860032909,news59900,Sector,macroeconomía,4043
901380930,news98226,Sector,macroeconomía,4044
901380930,news98229,Sector,macroeconomía,4045
860032909,news44836,Sector,macroeconomía,4046
900166862,news96065,Sector,macroeconomía,4047
900166862,news96071,Sector,macroeconomía,4048
860032909,news44801,Sector,macroeconomía,4049
900166862,news96083,Sector,macroeconomía,4050
800037800,news59900,Sector,macroeconomía,4051
830504700,news57045,Sector,macroeconomía,4052
806016554,news96071,Sector,macroeconomía,4053
900738674,news97914,Sector,macroeconomía,4054
860043186,news44836,Sector,macroeconomía,4055
860043186,news44801,Sector,macroeconomía,4056
860043186,news33930,Sector,macroeconomía,4057
860043186,news10775,Sector,macroeconomía,4058
901489697,news92123,Sector,macroeconomía,4059
860043186,news10299,Sector,macroeconomía,4060
900738674,news95419,Sector,macroeconomía,4061
806016554,news96083,Sector,macroeconomía,4062
900738674,news95433,Sector,macroeconomía,4063
800037800,news96896,Sector,macroeconomía,4064
800037800,news96888,Sector,macroeconomía,4065
830504700,news21946,Sector,macroeconomía,4066
800037800,news96862,Sector,macroeconomía,4067
800037800,news96856,Sector,macroeconomía,4068
800037800,news86936,Sector,macroeconomía,4069
811037405,news96065,Sector,macroeconomía,4070
811037405,news96071,Sector,macroeconomía,4071
800037800,news96851,Sector,macroeconomía,4072
890803239,news95982,Sector,macroeconomía,4073
800042175,news94756,Sector,macroeconomía,4074
811037405,news96083,Sector,macroeconomía,4075
800042175,news95419,Sector,macroeconomía,4076
800042175,news95433,Sector,macroeconomía,4077
830504700,news31862,Sector,macroeconomía,4078
800042175,news97914,Sector,macroeconomía,4079
800037800,news96850,Sector,macroeconomía,4080
890803239,news95975,Sector,macroeconomía,4081
901489697,news17812,Sector,macroeconomía,4082
900166896,news23721,Sector,macroeconomía,4083
900047981,news96850,Sector,macroeconomía,4084
800091063,news96862,Sector,macroeconomía,4085
900648934,news98226,Sector,macroeconomía,4086
800091063,news59900,Sector,macroeconomía,4087
860051175,news31862,Sector,macroeconomía,4088
800182204,news96083,Sector,macroeconomía,4089
900648934,news95151,Sector,macroeconomía,4090
860000531,news96065,Sector,macroeconomía,4091
860000531,news96071,Sector,macroeconomía,4092
800091063,news44836,Sector,macroeconomía,4093
800091063,news44801,Sector,macroeconomía,4094
860000531,news96083,Sector,macroeconomía,4095
800135913,news95975,Sector,macroeconomía,4096
860051175,news57045,Sector,macroeconomía,4097
800091063,news10775,Sector,macroeconomía,4098
800091063,news10688,Sector,macroeconomía,4099
800091063,news10685,Sector,macroeconomía,4100
800091063,news10299,Sector,macroeconomía,4101
860034313,news96896,Sector,macroeconomía,4102
860034313,news96888,Sector,macroeconomía,4103
860034313,news96862,Sector,macroeconomía,4104
800109273,news96065,Sector,macroeconomía,4105
800109273,news96071,Sector,macroeconomía,4106
860034313,news96856,Sector,macroeconomía,4107
800109273,news96083,Sector,macroeconomía,4108
860034313,news96851,Sector,macroeconomía,4109
860034313,news96850,Sector,macroeconomía,4110
860051175,news97169,Sector,macroeconomía,4111
860034313,news86936,Sector,macroeconomía,4112
860034313,news59900,Sector,macroeconomía,4113
860051175,news97171,Sector,macroeconomía,4114
860024586,news92123,Sector,macroeconomía,4115
800182204,news96071,Sector,macroeconomía,4116
800135913,news95982,Sector,macroeconomía,4117
860051175,news21946,Sector,macroeconomía,4118
890301886,news98147,Sector,macroeconomía,4119
800091063,news96856,Sector,macroeconomía,4120
860068182,news57045,Sector,macroeconomía,4121
800091063,news96851,Sector,macroeconomía,4122
860001022,news61250,Sector,macroeconomía,4123
860068182,news97169,Sector,macroeconomía,4124
860068182,news97171,Sector,macroeconomía,4125
860068182,news97174,Sector,macroeconomía,4126
860068182,news97176,Sector,macroeconomía,4127
860079174,news10292,Sector,macroeconomía,4128
860079174,news21946,Sector,macroeconomía,4129
860079174,news31862,Sector,macroeconomía,4130
800091063,news96850,Sector,macroeconomía,4131
860079174,news57045,Sector,macroeconomía,4132
891702877,news96065,Sector,macroeconomía,4133
890301886,news23721,Sector,macroeconomía,4134
860079174,news97169,Sector,macroeconomía,4135
891702877,news96071,Sector,macroeconomía,4136
860079174,news97171,Sector,macroeconomía,4137
860079174,news97174,Sector,macroeconomía,4138
890941953,news99030,Sector,macroeconomía,4139
891702877,news96083,Sector,macroeconomía,4140
800091063,news86936,Sector,macroeconomía,4141
800096890,news96083,Sector,macroeconomía,4142
860079174,news97176,Sector,macroeconomía,4143
890301886,news44967,Sector,macroeconomía,4144
800182204,news96065,Sector,macroeconomía,4145
800233881,news17812,Sector,macroeconomía,4146
860051175,news10292,Sector,macroeconomía,4147
860034313,news46025,Sector,macroeconomía,4148
900648934,news98229,Sector,macroeconomía,4149
900047981,news96856,Sector,macroeconomía,4150
860051175,news97174,Sector,macroeconomía,4151
890203088,news86936,Sector,macroeconomía,4152
890203088,news59900,Sector,macroeconomía,4153
890928257,news97914,Sector,macroeconomía,4154
890203088,news45215,Sector,macroeconomía,4155
890203088,news45211,Sector,macroeconomía,4156
890203088,news44836,Sector,macroeconomía,4157
802009663,news94756,Sector,macroeconomía,4158
890203088,news44801,Sector,macroeconomía,4159
802009663,news95419,Sector,macroeconomía,4160
802009663,news95433,Sector,macroeconomía,4161
890203088,news15375,Sector,macroeconomía,4162
860025792,news44967,Sector,macroeconomía,4163
860025792,news23721,Sector,macroeconomía,4164
802009663,news97914,Sector,macroeconomía,4165
890203088,news10775,Sector,macroeconomía,4166
901380930,news18389,Sector,macroeconomía,4167
890203088,news10652,Sector,macroeconomía,4168
901516285,news96065,Sector,macroeconomía,4169
860048626,news94756,Sector,macroeconomía,4170
901516285,news96071,Sector,macroeconomía,4171
860000185,news31862,Sector,macroeconomía,4172
860048626,news95419,Sector,macroeconomía,4173
860048626,news95433,Sector,macroeconomía,4174
890203088,news10299,Sector,macroeconomía,4175
901516285,news96083,Sector,macroeconomía,4176
900047981,news96896,Sector,macroeconomía,4177
860048626,news97914,Sector,macroeconomía,4178
860024586,news17812,Sector,macroeconomía,4179
900047981,news96888,Sector,macroeconomía,4180
890203088,news96850,Sector,macroeconomía,4181
890203088,news96851,Sector,macroeconomía,4182
890928257,news95433,Sector,macroeconomía,4183
860034313,news10299,Sector,macroeconomía,4184
860034313,news44836,Sector,macroeconomía,4185
830092963,news44967,Sector,macroeconomía,4186
830092963,news23721,Sector,macroeconomía,4187
860051175,news97176,Sector,macroeconomía,4188
860034313,news44801,Sector,macroeconomía,4189
860000185,news10292,Sector,macroeconomía,4190
900991209,news96065,Sector,macroeconomía,4191
900991209,news96071,Sector,macroeconomía,4192
860034313,news10775,Sector,macroeconomía,4193
900991209,news96083,Sector,macroeconomía,4194
860034313,news10356,Sector,macroeconomía,4195
800096890,news96071,Sector,macroeconomía,4196
800096890,news96065,Sector,macroeconomía,4197
860034313,news10239,Sector,macroeconomía,4198
890928257,news95419,Sector,macroeconomía,4199
860034313,news10236,Sector,macroeconomía,4200
901098386,news44967,Sector,macroeconomía,4201
901098386,news23721,Sector,macroeconomía,4202
860000185,news21946,Sector,macroeconomía,4203
860034313,news10011,Sector,macroeconomía,4204
890203088,news96896,Sector,macroeconomía,4205
890203088,news96888,Sector,macroeconomía,4206
890203088,news96862,Sector,macroeconomía,4207
900397244,news96065,Sector,macroeconomía,4208
900397244,news96071,Sector,macroeconomía,4209
890928257,news94756,Sector,macroeconomía,4210
890203088,news96856,Sector,macroeconomía,4211
900397244,news96083,Sector,macroeconomía,4212
860503617,news26364,Sector,macroeconomía,4213
900082143,news95151,Sector,macroeconomía,4214
890901298,news96474,Sector,macroeconomía,4215
860001965,news97720,Sector,macroeconomía,4216
802000849,news96229,Sector,macroeconomía,4217
830513729,news96501,Sector,macroeconomía,4218
860039988,news97108,Sector,macroeconomía,4219
901523883,news96229,Sector,macroeconomía,4220
900938701,news96083,Sector,macroeconomía,4221
890900265,news44140,Sector,macroeconomía,4222
890900265,news44177,Sector,macroeconomía,4223
900529730,news26730,Sector,macroeconomía,4224
900540901,news96508,Sector,macroeconomía,4225
900529730,news15607,Sector,macroeconomía,4226
860039988,news97103,Sector,macroeconomía,4227
900540901,news96524,Sector,macroeconomía,4228
890900265,news94756,Sector,macroeconomía,4229
860009195,news96907,Sector,macroeconomía,4230
830009651,news17812,Sector,macroeconomía,4231
890110964,news94483,Sector,macroeconomía,4232
890900265,news94781,Sector,macroeconomía,4233
890900265,news94794,Sector,macroeconomía,4234
860009578,news16356,Sector,macroeconomía,4235
830513729,news96508,Sector,macroeconomía,4236
860039988,news98977,Sector,macroeconomía,4237
860009195,news26364,Sector,macroeconomía,4238
890301884,news94594,Sector,macroeconomía,4239
900938701,news96065,Sector,macroeconomía,4240
860007336,news15607,Sector,macroeconomía,4241
860001965,news44140,Sector,macroeconomía,4242
860001965,news44177,Sector,macroeconomía,4243
900938701,news96071,Sector,macroeconomía,4244
830095213,news96524,Sector,macroeconomía,4245
900675169,news96501,Sector,macroeconomía,4246
860001965,news94756,Sector,macroeconomía,4247
901550746,news96229,Sector,macroeconomía,4248
860009195,news97108,Sector,macroeconomía,4249
860009195,news97103,Sector,macroeconomía,4250
860001965,news94781,Sector,macroeconomía,4251
860001965,news94794,Sector,macroeconomía,4252
860009195,news97079,Sector,macroeconomía,4253
800209530,news92123,Sector,macroeconomía,4254
901352888,news95975,Sector,macroeconomía,4255
830513729,news96524,Sector,macroeconomía,4256
900810661,news10249,Sector,macroeconomía,4257
900403616,news98541,Sector,macroeconomía,4258
900810661,news96027,Sector,macroeconomía,4259
830009651,news92123,Sector,macroeconomía,4260
900462511,news97708,Sector,macroeconomía,4261
860004875,news96907,Sector,macroeconomía,4262
819001667,news96501,Sector,macroeconomía,4263
800136561,news96065,Sector,macroeconomía,4264
819001667,news96508,Sector,macroeconomía,4265
800136561,news96071,Sector,macroeconomía,4266
819001667,news96524,Sector,macroeconomía,4267
890107487,news96568,Sector,macroeconomía,4268
890900259,news97720,Sector,macroeconomía,4269
800136561,news96083,Sector,macroeconomía,4270
860523122,news17812,Sector,macroeconomía,4271
890302629,news96083,Sector,macroeconomía,4272
860039988,news40553,Sector,macroeconomía,4273
890316745,news97225,Sector,macroeconomía,4274
830004993,news96229,Sector,macroeconomía,4275
890101897,news94483,Sector,macroeconomía,4276
860004875,news26364,Sector,macroeconomía,4277
830142761,news96501,Sector,macroeconomía,4278
900017447,news96568,Sector,macroeconomía,4279
890302629,news96071,Sector,macroeconomía,4280
860523122,news92123,Sector,macroeconomía,4281
890900259,news94794,Sector,macroeconomía,4282
890900259,news94781,Sector,macroeconomía,4283
890900265,news97720,Sector,macroeconomía,4284
815000997,news96229,Sector,macroeconomía,4285
800084728,news96229,Sector,macroeconomía,4286
860009578,news26364,Sector,macroeconomía,4287
860039988,news97079,Sector,macroeconomía,4288
800151106,news92123,Sector,macroeconomía,4289
860002554,news96501,Sector,macroeconomía,4290
860002554,news96508,Sector,macroeconomía,4291
860004875,news98977,Sector,macroeconomía,4292
860004875,news97108,Sector,macroeconomía,4293
860002554,news96524,Sector,macroeconomía,4294
860004875,news97103,Sector,macroeconomía,4295
800148631,news15607,Sector,macroeconomía,4296
860004875,news97079,Sector,macroeconomía,4297
890900259,news44140,Sector,macroeconomía,4298
890900259,news44177,Sector,macroeconomía,4299
830006021,news17812,Sector,macroeconomía,4300
890900259,news94756,Sector,macroeconomía,4301
860039988,news96907,Sector,macroeconomía,4302
890316745,news97271,Sector,macroeconomía,4303
830006021,news92123,Sector,macroeconomía,4304
800209530,news17812,Sector,macroeconomía,4305
900675169,news96508,Sector,macroeconomía,4306
890703779,news96065,Sector,macroeconomía,4307
811019190,news97108,Sector,macroeconomía,4308
901193430,news98541,Sector,macroeconomía,4309
804006674,news10249,Sector,macroeconomía,4310
860005223,news96508,Sector,macroeconomía,4311
860002182,news97079,Sector,macroeconomía,4312
891301549,news99818,Sector,macroeconomía,4313
891301549,news99823,Sector,macroeconomía,4314
890900043,news97669,Sector,macroeconomía,4315
900756608,news96083,Sector,macroeconomía,4316
860005223,news96524,Sector,macroeconomía,4317
900219866,news97341,Sector,macroeconomía,4318
860524654,news97079,Sector,macroeconomía,4319
811019190,news97079,Sector,macroeconomía,4320
890900043,news97694,Sector,macroeconomía,4321
890900043,news97708,Sector,macroeconomía,4322
860026182,news97079,Sector,macroeconomía,4323
900595161,news17812,Sector,macroeconomía,4324
800126785,news97341,Sector,macroeconomía,4325
900756608,news96071,Sector,macroeconomía,4326
860002182,news97103,Sector,macroeconomía,4327
811019190,news97103,Sector,macroeconomía,4328
890900043,news94738,Sector,macroeconomía,4329
860002182,news98977,Sector,macroeconomía,4330
860005223,news96501,Sector,macroeconomía,4331
860070698,news96484,Sector,macroeconomía,4332
860002182,news96907,Sector,macroeconomía,4333
800065396,news97341,Sector,macroeconomía,4334
900958564,news97341,Sector,macroeconomía,4335
860026182,news96907,Sector,macroeconomía,4336
890900043,news20337,Sector,macroeconomía,4337
860524654,news98977,Sector,macroeconomía,4338
860524654,news97108,Sector,macroeconomía,4339
811007144,news97341,Sector,macroeconomía,4340
890900043,news33098,Sector,macroeconomía,4341
802012828,news96229,Sector,macroeconomía,4342
860015536,news97341,Sector,macroeconomía,4343
811019190,news98977,Sector,macroeconomía,4344
890900043,news94706,Sector,macroeconomía,4345
890900043,news94710,Sector,macroeconomía,4346
860524654,news97103,Sector,macroeconomía,4347
891301549,news99030,Sector,macroeconomía,4348
890900043,news94723,Sector,macroeconomía,4349
811007601,news97341,Sector,macroeconomía,4350
860002182,news97108,Sector,macroeconomía,4351
900019519,news98541,Sector,macroeconomía,4352
830095213,news96508,Sector,macroeconomía,4353
800218155,news96229,Sector,macroeconomía,4354
860052634,news96229,Sector,macroeconomía,4355
900462511,news94738,Sector,macroeconomía,4356
800003644,news96508,Sector,macroeconomía,4357
811019190,news26364,Sector,macroeconomía,4358
800003644,news96501,Sector,macroeconomía,4359
860026182,news98977,Sector,macroeconomía,4360
860010522,news99030,Sector,macroeconomía,4361
804006674,news96027,Sector,macroeconomía,4362
901537628,news96508,Sector,macroeconomía,4363
900462511,news97669,Sector,macroeconomía,4364
901537628,news96524,Sector,macroeconomía,4365
860038299,news26364,Sector,macroeconomía,4366
900462511,news97694,Sector,macroeconomía,4367
860010522,news99818,Sector,macroeconomía,4368
860010522,news99823,Sector,macroeconomía,4369
890200179,news96229,Sector,macroeconomía,4370
900675169,news96524,Sector,macroeconomía,4371
860009195,news98977,Sector,macroeconomía,4372
830095213,news96501,Sector,macroeconomía,4373
800003644,news96524,Sector,macroeconomía,4374
900462511,news94723,Sector,macroeconomía,4375
901352888,news95982,Sector,macroeconomía,4376
811019190,news96907,Sector,macroeconomía,4377
860002541,news97341,Sector,macroeconomía,4378
860513970,news96501,Sector,macroeconomía,4379
890911625,news99030,Sector,macroeconomía,4380
890911625,news99818,Sector,macroeconomía,4381
890911625,news99823,Sector,macroeconomía,4382
860513970,news96508,Sector,macroeconomía,4383
900756608,news96065,Sector,macroeconomía,4384
860513970,news96524,Sector,macroeconomía,4385
860524654,news96907,Sector,macroeconomía,4386
901315145,news99030,Sector,macroeconomía,4387
901315145,news99818,Sector,macroeconomía,4388
901315145,news99823,Sector,macroeconomía,4389
860026182,news97103,Sector,macroeconomía,4390
860026182,news97108,Sector,macroeconomía,4391
900462511,news94706,Sector,macroeconomía,4392
900462511,news94710,Sector,macroeconomía,4393
901537628,news96501,Sector,macroeconomía,4394
900596838,news92123,Sector,macroeconomía,4395
860524654,news26364,Sector,macroeconomía,4396
890900308,news44140,Sector,macroeconomía,4397
830142761,news96508,Sector,macroeconomía,4398
890900308,news44177,Sector,macroeconomía,4399
890703779,news96083,Sector,macroeconomía,4400
830063800,news96454,Sector,macroeconomía,4401
860028415,news97079,Sector,macroeconomía,4402
860502105,news96568,Sector,macroeconomía,4403
891401705,news94555,Sector,macroeconomía,4404
890201213,news15607,Sector,macroeconomía,4405
891401705,news94549,Sector,macroeconomía,4406
891401705,news94547,Sector,macroeconomía,4407
830063800,news96474,Sector,macroeconomía,4408
891401705,news94528,Sector,macroeconomía,4409
891401705,news94522,Sector,macroeconomía,4410
890900285,news94781,Sector,macroeconomía,4411
860038299,news97108,Sector,macroeconomía,4412
811045607,news96568,Sector,macroeconomía,4413
890900285,news94794,Sector,macroeconomía,4414
860025639,news17812,Sector,macroeconomía,4415
830129289,news17812,Sector,macroeconomía,4416
890900285,news97720,Sector,macroeconomía,4417
860028415,news96907,Sector,macroeconomía,4418
890703779,news96071,Sector,macroeconomía,4419
890900285,news94756,Sector,macroeconomía,4420
830063506,news98541,Sector,macroeconomía,4421
891300238,news94555,Sector,macroeconomía,4422
860038299,news97103,Sector,macroeconomía,4423
860002184,news26364,Sector,macroeconomía,4424
802021209,news98541,Sector,macroeconomía,4425
900059238,news96568,Sector,macroeconomía,4426
860038299,news97079,Sector,macroeconomía,4427
830063800,news33238,Sector,macroeconomía,4428
800037835,news96568,Sector,macroeconomía,4429
830063800,news96438,Sector,macroeconomía,4430
830063800,news96449,Sector,macroeconomía,4431
830129289,news92123,Sector,macroeconomía,4432
900642557,news96568,Sector,macroeconomía,4433
860028415,news98977,Sector,macroeconomía,4434
900029130,news96568,Sector,macroeconomía,4435
800027813,news17812,Sector,macroeconomía,4436
890201213,news50099,Sector,macroeconomía,4437
830126302,news98275,Sector,macroeconomía,4438
890900836,news96071,Sector,macroeconomía,4439
860028415,news97108,Sector,macroeconomía,4440
860028415,news97103,Sector,macroeconomía,4441
800027813,news92123,Sector,macroeconomía,4442
900626615,news96065,Sector,macroeconomía,4443
891300238,news94549,Sector,macroeconomía,4444
830142761,news96524,Sector,macroeconomía,4445
890205645,news96065,Sector,macroeconomía,4446
900123504,news33238,Sector,macroeconomía,4447
900123504,news96438,Sector,macroeconomía,4448
891300237,news94522,Sector,macroeconomía,4449
800186656,news94756,Sector,macroeconomía,4450
890205645,news96071,Sector,macroeconomía,4451
899999068,news98275,Sector,macroeconomía,4452
900123504,news96449,Sector,macroeconomía,4453
900203566,news96568,Sector,macroeconomía,4454
900123504,news96454,Sector,macroeconomía,4455
830044266,news96229,Sector,macroeconomía,4456
900200435,news96907,Sector,macroeconomía,4457
890205645,news96083,Sector,macroeconomía,4458
900123504,news96474,Sector,macroeconomía,4459
900200435,news26364,Sector,macroeconomía,4460
890900608,news77521,Sector,macroeconomía,4461
900123504,news96483,Sector,macroeconomía,4462
891501133,news94555,Sector,macroeconomía,4463
891501133,news94549,Sector,macroeconomía,4464
891501133,news94547,Sector,macroeconomía,4465
891300237,news94528,Sector,macroeconomía,4466
900383385,news96568,Sector,macroeconomía,4467
891300238,news94547,Sector,macroeconomía,4468
830063800,news96484,Sector,macroeconomía,4469
900626615,news96071,Sector,macroeconomía,4470
860351894,news97271,Sector,macroeconomía,4471
891300238,news94528,Sector,macroeconomía,4472
860025639,news92123,Sector,macroeconomía,4473
800186656,news44140,Sector,macroeconomía,4474
891300238,news94522,Sector,macroeconomía,4475
800186656,news44177,Sector,macroeconomía,4476
900626615,news96083,Sector,macroeconomía,4477
860028415,news26364,Sector,macroeconomía,4478
830063800,news96483,Sector,macroeconomía,4479
900200435,news98977,Sector,macroeconomía,4480
900200435,news97108,Sector,macroeconomía,4481
900200435,news97103,Sector,macroeconomía,4482
900200435,news97079,Sector,macroeconomía,4483
900083863,news94483,Sector,macroeconomía,4484
891300237,news94555,Sector,macroeconomía,4485
891300237,news94549,Sector,macroeconomía,4486
891300237,news94547,Sector,macroeconomía,4487
860067697,news96083,Sector,macroeconomía,4488
800047781,news92123,Sector,macroeconomía,4489
860067998,news96484,Sector,macroeconomía,4490
860067998,news96483,Sector,macroeconomía,4491
860039988,news26364,Sector,macroeconomía,4492
900255181,news96568,Sector,macroeconomía,4493
860001963,news94781,Sector,macroeconomía,4494
860001963,news94794,Sector,macroeconomía,4495
802014471,news33238,Sector,macroeconomía,4496
860001963,news97720,Sector,macroeconomía,4497
802014471,news96438,Sector,macroeconomía,4498
800116217,news97271,Sector,macroeconomía,4499
860002400,news96907,Sector,macroeconomía,4500
802014471,news96449,Sector,macroeconomía,4501
802014471,news96454,Sector,macroeconomía,4502
860000452,news44140,Sector,macroeconomía,4503
860000452,news44177,Sector,macroeconomía,4504
800116217,news97225,Sector,macroeconomía,4505
802014471,news96474,Sector,macroeconomía,4506
860000452,news94756,Sector,macroeconomía,4507
860002400,news26364,Sector,macroeconomía,4508
800093320,news17812,Sector,macroeconomía,4509
860000452,news94781,Sector,macroeconomía,4510
890905627,news96229,Sector,macroeconomía,4511
900047822,news96524,Sector,macroeconomía,4512
900356846,news92123,Sector,macroeconomía,4513
890201213,news62017,Sector,macroeconomía,4514
860001963,news94756,Sector,macroeconomía,4515
890302629,news96065,Sector,macroeconomía,4516
890900308,news94756,Sector,macroeconomía,4517
860002400,news98977,Sector,macroeconomía,4518
860001307,news96229,Sector,macroeconomía,4519
860009578,news56415,Sector,macroeconomía,4520
860002400,news97108,Sector,macroeconomía,4521
860002400,news97103,Sector,macroeconomía,4522
900356846,news17812,Sector,macroeconomía,4523
890900308,news94781,Sector,macroeconomía,4524
890900308,news94794,Sector,macroeconomía,4525
860002400,news97079,Sector,macroeconomía,4526
890900308,news97720,Sector,macroeconomía,4527
890316745,news15607,Sector,macroeconomía,4528
890900943,news96568,Sector,macroeconomía,4529
890316745,news13199,Sector,macroeconomía,4530
860001963,news44140,Sector,macroeconomía,4531
860001963,news44177,Sector,macroeconomía,4532
900047822,news96501,Sector,macroeconomía,4533
900047822,news96508,Sector,macroeconomía,4534
860039988,news14674,Sector,macroeconomía,4535
860000452,news94794,Sector,macroeconomía,4536
800093320,news92123,Sector,macroeconomía,4537
802014471,news96483,Sector,macroeconomía,4538
860053831,news94483,Sector,macroeconomía,4539
860002184,news96907,Sector,macroeconomía,4540
860001584,news96568,Sector,macroeconomía,4541
890926257,news17812,Sector,macroeconomía,4542
890201213,news97271,Sector,macroeconomía,4543
860067998,news96454,Sector,macroeconomía,4544
900138413,news96065,Sector,macroeconomía,4545
900119072,news96568,Sector,macroeconomía,4546
890926257,news92123,Sector,macroeconomía,4547
900138413,news96071,Sector,macroeconomía,4548
860067998,news96474,Sector,macroeconomía,4549
900119072,news82892,Sector,macroeconomía,4550
860002180,news96907,Sector,macroeconomía,4551
890201213,news97225,Sector,macroeconomía,4552
900493698,news98275,Sector,macroeconomía,4553
890900285,news44140,Sector,macroeconomía,4554
890900285,news44177,Sector,macroeconomía,4555
800047781,news17812,Sector,macroeconomía,4556
900138413,news96083,Sector,macroeconomía,4557
860067998,news96449,Sector,macroeconomía,4558
860067998,news96438,Sector,macroeconomía,4559
860002180,news97079,Sector,macroeconomía,4560
860038299,news96907,Sector,macroeconomía,4561
860000452,news97720,Sector,macroeconomía,4562
800151106,news17812,Sector,macroeconomía,4563
802014471,news96484,Sector,macroeconomía,4564
860002184,news98977,Sector,macroeconomía,4565
860002184,news97108,Sector,macroeconomía,4566
890914526,news96568,Sector,macroeconomía,4567
860002184,news97103,Sector,macroeconomía,4568
890900836,news96065,Sector,macroeconomía,4569
800116217,news49247,Sector,macroeconomía,4570
901515286,news92123,Sector,macroeconomía,4571
900943243,news96568,Sector,macroeconomía,4572
901515286,news17812,Sector,macroeconomía,4573
860002184,news97079,Sector,macroeconomía,4574
860002180,news98977,Sector,macroeconomía,4575
860002180,news97108,Sector,macroeconomía,4576
800116217,news15607,Sector,macroeconomía,4577
860067998,news33238,Sector,macroeconomía,4578
860002180,news97103,Sector,macroeconomía,4579
860070698,news96483,Sector,macroeconomía,4580
900661920,news96083,Sector,macroeconomía,4581
860026518,news26364,Sector,macroeconomía,4582
830024104,news96027,Sector,macroeconomía,4583
901061386,news96907,Sector,macroeconomía,4584
860026442,news96483,Sector,macroeconomía,4585
900085546,news36092,Sector,macroeconomía,4586
860011153,news62140,Sector,macroeconomía,4587
811020107,news99030,Sector,macroeconomía,4588
900063573,news92123,Sector,macroeconomía,4589
800044402,news97341,Sector,macroeconomía,4590
860026442,news96484,Sector,macroeconomía,4591
901490523,news17812,Sector,macroeconomía,4592
811020107,news97448,Sector,macroeconomía,4593
890201881,news99030,Sector,macroeconomía,4594
890201881,news99818,Sector,macroeconomía,4595
890201881,news99823,Sector,macroeconomía,4596
830098375,news99823,Sector,macroeconomía,4597
830098375,news99818,Sector,macroeconomía,4598
890203023,news96229,Sector,macroeconomía,4599
890205361,news97341,Sector,macroeconomía,4600
890923691,news33238,Sector,macroeconomía,4601
901061386,news69958,Sector,macroeconomía,4602
811020107,news99818,Sector,macroeconomía,4603
830066626,news97341,Sector,macroeconomía,4604
830098375,news99030,Sector,macroeconomía,4605
811020107,news99823,Sector,macroeconomía,4606
901264255,news96449,Sector,macroeconomía,4607
860026442,news96449,Sector,macroeconomía,4608
901264255,news96438,Sector,macroeconomía,4609
860026442,news96454,Sector,macroeconomía,4610
890982608,news97341,Sector,macroeconomía,4611
901264255,news33238,Sector,macroeconomía,4612
830010738,news99823,Sector,macroeconomía,4613
860509514,news96229,Sector,macroeconomía,4614
900422064,news97341,Sector,macroeconomía,4615
830010738,news99818,Sector,macroeconomía,4616
830010738,news99030,Sector,macroeconomía,4617
860032450,news99030,Sector,macroeconomía,4618
860026442,news96474,Sector,macroeconomía,4619
901490523,news92123,Sector,macroeconomía,4620
860032450,news99818,Sector,macroeconomía,4621
890939936,news97341,Sector,macroeconomía,4622
860032450,news99823,Sector,macroeconomía,4623
900063573,news17812,Sector,macroeconomía,4624
830010738,news97448,Sector,macroeconomía,4625
860403972,news99030,Sector,macroeconomía,4626
860011153,news62196,Sector,macroeconomía,4627
900211167,news99823,Sector,macroeconomía,4628
860026518,news97108,Sector,macroeconomía,4629
890801167,news94617,Sector,macroeconomía,4630
890923691,news96474,Sector,macroeconomía,4631
860026518,news97103,Sector,macroeconomía,4632
890801167,news94627,Sector,macroeconomía,4633
890923691,news96483,Sector,macroeconomía,4634
890904646,news97341,Sector,macroeconomía,4635
800058016,news97341,Sector,macroeconomía,4636
890923691,news96484,Sector,macroeconomía,4637
807005020,news12430,Sector,macroeconomía,4638
890801167,news94657,Sector,macroeconomía,4639
890201201,news92123,Sector,macroeconomía,4640
800240882,news97108,Sector,macroeconomía,4641
800240882,news97103,Sector,macroeconomía,4642
900211167,news99030,Sector,macroeconomía,4643
800240882,news97079,Sector,macroeconomía,4644
899999094,news95982,Sector,macroeconomía,4645
860048112,news96083,Sector,macroeconomía,4646
860026518,news97079,Sector,macroeconomía,4647
900210981,news69460,Sector,macroeconomía,4648
807005020,news10249,Sector,macroeconomía,4649
890201201,news17812,Sector,macroeconomía,4650
860011153,news62216,Sector,macroeconomía,4651
800240882,news98977,Sector,macroeconomía,4652
860011153,news62223,Sector,macroeconomía,4653
830098375,news97448,Sector,macroeconomía,4654
890930060,news99823,Sector,macroeconomía,4655
860403972,news99818,Sector,macroeconomía,4656
800024151,news92123,Sector,macroeconomía,4657
860403972,news99823,Sector,macroeconomía,4658
890930060,news99818,Sector,macroeconomía,4659
890923691,news96438,Sector,macroeconomía,4660
890930060,news99030,Sector,macroeconomía,4661
901061386,news26364,Sector,macroeconomía,4662
890801167,news33598,Sector,macroeconomía,4663
800024151,news17812,Sector,macroeconomía,4664
813005265,news97341,Sector,macroeconomía,4665
890923691,news96449,Sector,macroeconomía,4666
890801167,news55617,Sector,macroeconomía,4667
890923691,news96454,Sector,macroeconomía,4668
